RecordID,AerolineaCodigo,AerolineaNombre,NumeroVuelo,VueloNaturalKey,AeropuertoOrigenCodigo,AeropuertoDestinoCodigo,FechaHoraSalida,FechaHoraLlegada,DuracionMinutos,EstadoVueloCodigo,RetrasoMinutos,TipoAeronaveCodigo,ClaseCabinaCodigo,Asiento,PasajeroID,GeneroCodigo,EdadPasajero,NacionalidadCodigo,FechaHoraReserva,CanalVentaCodigo,MetodoPagoCodigo,PrecioBoleto,MonedaCodigo,PrecioUSD,EquipajeTotal,EquipajeFacturado,HashPasajero
5871,WN,SOUTHWEST,WN3463,46c03545e09bdd6bdd3358a5c86e68dc2b194409422f3b7e6d2e4fdf5fefd539,GUA,MIA,2025-03-29 12:54:00,,,CANCELLED,,A321,ECONOMY,,a6fce329-efd1-49d3-9350-7542dee26253,F,33,SV,2025-02-02 06:56:00,WEB,PAYPAL,78.17,GTQ,10.01,1,0,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
5872,DL,DELTA,DL1458,387514dfc761ac6f165dce3de0b1ef542ef14c3f3d3f8d86bbf3b43d5438f516,GUA,MEX,2024-05-20 01:23:00,2024-05-20 04:27:00,178,ON_TIME,0,B777,BUSINESS,5B,5808348e-b268-42a8-ae6b-bd5085c805d1,M,32,SV,2024-03-28 23:39:00,AEROPUERTO,TRANSFERENCIA,172.06,USD,172.06,2,1,ac6f1111fcfd59a660556e6ebba881230e66ee9b787544633b56da3d29614e0a
5873,AV,AVIANCA,AV9777,aac1918d9e3ddfff8325407c876bcc5b43ba378927d5eea4533ecb36a239d8bf,SAL,LIM,2024-05-09 05:31:00,2024-05-09 11:01:00,321,DIVERTED,0,B737,ECONOMY,30F,faa5e6e2-7f5b-45b5-98bd-235cefc92dbd,F,45,CR,2024-02-24 11:32:00,WEB,TRANSFERENCIA,100.8,USD,100.8,2,1,117c07e19e28f9cbfb5c795b9bed1d475d869f15486990776b946b91b7babeea
5874,BA,BRITISH AIRWAYS,BA7021,edffe13bb3d14995a3fbee960d6b98ac287c4c78b435bcff9e17838f9549ffff,PTY,GUA,2025-05-28 07:03:00,2025-05-28 09:02:00,109,ON_TIME,0,A320,ECONOMY,40E,8f1f05f8-b133-4967-93c8-1a5e26546f58,M,39,HN,2025-03-15 16:53:00,AGENCIA,PUNTOS,28.17,USD,28.17,1,0,fac54738587acf45b1c5251e5dcd54a73338c15730ea32eda723dd57da3908c6
5875,FR,RYANAIR,FR7074,5aca8bc7ddcb166a9ebab5afd4407c601b712ce0607f7c52594720e36c05f970,BCN,SAP,2025-11-06 15:43:00,2025-11-06 19:56:00,245,ON_TIME,0,B739,ECONOMY,43B,ef9ffe90-bf6e-4e24-b131-aabd28c952a0,M,37,MX,2025-10-08 13:42:00,AGENCIA,TRANSFERENCIA,45.63,GTQ,5.84,2,1,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
5876,IB,IBERIA,IB6488,f048883dc036fd8c46b83de1fdef99b860ca9f4b9d28a631be4e792bad98a935,MIA,JFK,2024-10-23 20:38:00,2024-10-24 00:24:00,93,DELAYED,110,B787,ECONOMY,36F,4534db1a-3896-446b-bd23-328e47afa2f5,M,42,GT,2024-07-16 19:31:00,DESCONOCIDO,TARJETA,136.47,MXN,7.92,1,0,4d02fe2539f9474380c36a6b8becade6485070e5e9c032f8137afe61a3d8e0c9
5877,UA,UNITED,UA1897,ded7bc26d81633558271634423c996f0b7c8471207901ab6797d8a815a9b53b3,SJO,JFK,2024-08-02 10:37:00,2024-08-02 13:25:00,168,ON_TIME,0,B739,ECONOMY,20C,30852461-c78a-408e-98bc-edf96dc59d0c,M,21,ES,2023-11-04 15:01:00,WEB,PAYPAL,74.32,MXN,4.31,1,0,cb2bdae39391887e4d198152d2cd0c9d96e4be2190e48c5e7365210a34589a13
5878,LA,LATAM,LA1064,8f7bff465f6b0df34bb5793a56eda244ec62964568f0ffb6cef3af2186b60edd,MEX,LAX,2024-05-24 19:47:00,2024-05-24 21:37:00,119,ON_TIME,0,B787,PREMIUM_ECONOMY,15C,7f5f85b8-5976-4f25-9102-40fa45b5221f,F,26,US,2024-05-09 00:54:00,WEB,TRANSFERENCIA,169.44,GTQ,21.69,1,0,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
5879,WN,SOUTHWEST,WN8037,ac037fd1aa34474608e196fe26e35fab84d4d236a9c1eb0d2c7d391c01541e16,SAP,BOG,2024-03-18 20:23:00,2024-03-18 23:58:00,213,ON_TIME,0,A319,ECONOMY,29B,a87660c2-b011-4340-bea2-f979a271554b,X,35,ES,2024-01-14 19:05:00,AGENCIA,TARJETA,149.14,MXN,8.65,1,0,5a0b162f159c42c05b3060cd576fd505ffc7bf868a7acd1aedbaa4277a54de0d
5880,BA,BRITISH AIRWAYS,BA7846,94ae6aacaa1d95f1c9cebd8d907ab0cfb32494089eddb7805afc741f1ce60a79,GUA,MIA,2024-02-20 06:55:00,2024-02-20 10:24:00,201,ON_TIME,0,A320,ECONOMY,21B,8da71535-8035-4c18-b1c2-3fcbb8b588a3,F,39,PE,2023-12-24 05:24:00,AEROPUERTO,TRANSFERENCIA,88.66,USD,88.66,2,1,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
5881,AV,AVIANCA,AV6907,513155710ddf282d812abad4ab313432e0e410b5589affba44e10a56759334a8,GUA,MEX,2025-02-09 18:07:00,2025-02-09 23:27:00,304,ON_TIME,0,A321,ECONOMY,43D,b39cb194-c502-4169-b8d1-37c30af85faa,M,34,GT,2024-11-13 19:14:00,AEROPUERTO,PAYPAL,108.45,GTQ,13.88,1,0,4d02fe2539f9474380c36a6b8becade6485070e5e9c032f8137afe61a3d8e0c9
5882,B6,JETBLUE,B63405,e9700fe96b7c345c7d83489ec30c0eb76b032b13bdde02d568dfa3c2c0686c4e,PTY,JFK,2024-08-23 11:35:00,2024-08-23 14:31:00,177,ON_TIME,0,E190,BUSINESS,5B,b0fa6bfc-3bb3-406c-bef9-a2aa58ff8d4f,M,11,SV,2024-06-04 02:40:00,AGENCIA,TARJETA,184.62,GTQ,23.63,0,0,ac6f1111fcfd59a660556e6ebba881230e66ee9b787544633b56da3d29614e0a
5883,AV,AVIANCA,AV1171,c5a6f33bd66e4266430dbb6091ad18a2cccd498706373c02487ce6d1fa1e8c6e,HAV,SAP,2025-07-24 00:28:00,2025-07-24 03:29:00,175,ON_TIME,0,B738,BUSINESS,10B,f83e46bc-734e-40bd-92e9-88b2d1e51f6e,M,33,MX,2025-04-18 02:46:00,AEROPUERTO,TRANSFERENCIA,230.98,GTQ,29.57,3,2,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
5884,CM,COPA AIRLINES,CM6921,bc441e90037c1d1e5242c927b3c5dc9afdc1710a2167b6ccb21addbaf339f6d3,PTY,SAP,2025-02-17 06:02:00,2025-02-17 11:49:00,353,ON_TIME,0,A320,ECONOMY,30F,a1f0157e-2126-4002-bbdd-87fa8b0c7271,M,31,CO,2024-11-27 09:38:00,APP,PUNTOS,56.62,USD,56.62,1,0,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
5885,UA,UNITED,UA1869,9648142978fd1054d2757e321d319b746e3dd35c031b892bfa2676d1178b900b,JFK,LAX,2025-07-13 04:01:00,2025-07-13 06:20:00,129,ON_TIME,0,A319,ECONOMY,16D,92d05228-de97-4dcd-9cf0-9f9c2816c634,M,34,CR,2025-04-04 13:24:00,AEROPUERTO,TARJETA,55.76,USD,55.76,1,0,e6c990813e302ad58485a3c9abbea9879e5ee8e8e0bb8b5d157e802d52b37ade
5886,FR,RYANAIR,FR5638,89bdcf21cb1ab47ee0810d9c0972fd149a1a3bafec504e0b12c64aadb83a41d9,LIM,MEX,2024-07-05 16:41:00,2024-07-05 21:34:00,240,DELAYED,37,B739,ECONOMY,16D,ae30c709-5868-4d81-b9de-d6bd95b6cce7,F,8,PE,2024-06-26 04:00:00,CALL_CENTER,EFECTIVO,105.06,USD,105.06,1,0,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
5887,LA,LATAM,LA5130,3aa7530c3d845fd9a6db56edeef476aa8db6793c0dd07310c92d7c1026179d0e,JFK,SAL,2024-09-19 16:42:00,2024-09-19 23:23:00,394,ON_TIME,0,B739,ECONOMY,22D,a071fb69-e507-4241-86ac-7a401392db3f,F,41,US,2024-06-26 21:07:00,APP,PAYPAL,95.92,USD,95.92,1,0,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
5888,AV,AVIANCA,AV9393,367444622f06251cc37c98a143862833361c5738ed6f1c3f4359fc66ae9f1180,CUN,MEX,2025-03-20 23:42:00,2025-03-21 02:15:00,137,ON_TIME,0,B787,FIRST,3A,c8a0eba0-751e-423c-9fd8-ef7144160483,M,50,MX,2024-12-03 14:57:00,AEROPUERTO,PAYPAL,245.25,USD,245.25,1,0,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
5889,AV,AVIANCA,AV8566,a2390eb55967d27e5bac32881d636ce426c40e7cafddd095d2abcbd04df02be7,MIA,LAX,2024-02-01 02:56:00,,,CANCELLED,,B738,PREMIUM_ECONOMY,,beef2a93-8f16-441e-845e-3e2e2def1535,M,15,CO,2023-12-25 01:18:00,AGENCIA,TRANSFERENCIA,107.3,USD,107.3,2,1,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
5890,AM,AEROMEXICO,AM9135,cb5133bd9b9bb7ada7bd0c5a331d935a6c1c84ead532fe2b09fa79376a5e5d41,SJO,JFK,2024-07-11 04:50:00,2024-07-11 06:10:00,89,ON_TIME,0,B737,ECONOMY,29D,311e9994-6ebc-4e90-b289-847d9f0f4a83,F,29,SV,2024-04-21 00:35:00,APP,PAYPAL,60.65,USD,60.65,2,1,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
5891,AV,AVIANCA,AV4946,62a5b5ab1a57c363ef3b9ebddfd3d5cf904d5b183a4aeed6c65aa61f5ac1e2bc,SAP,MAD,2025-05-14 21:09:00,,,CANCELLED,,E190,ECONOMY,,1d1f5b8d-6ead-4fe3-a40d-7af95f75dd89,F,32,GT,2025-03-24 23:42:00,CALL_CENTER,TRANSFERENCIA,65.76,USD,65.76,3,2,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
5892,IB,IBERIA,IB1049,c23532312f40ae4849b76f9a359519b069eccf1362d47993acd8a1949adaf893,MIA,CUN,2025-11-30 22:31:00,2025-12-01 02:27:00,243,ON_TIME,0,B777,ECONOMY,25C,b98fc945-ba5b-4a7e-b426-1cb944a59bc1,F,10,CR,2025-09-13 20:36:00,AEROPUERTO,TRANSFERENCIA,69.8,USD,69.8,1,0,117c07e19e28f9cbfb5c795b9bed1d475d869f15486990776b946b91b7babeea
5893,CM,COPA AIRLINES,CM1785,0bb1d06fb890502f5f28060929076bd3c4ecb004a7d6091b2d4caa384b9dc707,SJO,MIA,2025-10-31 03:38:00,2025-10-31 09:19:00,147,DELAYED,198,B738,ECONOMY,39F,fb76b812-b5ba-4a96-bbb5-4c262b99753e,F,19,GT,2025-09-26 21:01:00,WEB,PAYPAL,88.33,USD,88.33,1,0,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
5894,UA,UNITED,UA4808,c3e94bb90f1e4c24f1c18a4b784ef2543e53b522369fe2c94ff546aade41c664,GUA,CUN,2025-10-04 19:24:00,2025-10-05 04:41:00,410,DELAYED,125,A321,ECONOMY,42F,3e22f4b8-2bb0-4338-acd7-6c5410cf6184,M,25,PE,2025-08-08 13:14:00,APP,PAYPAL,120.19,USD,120.19,2,1,b08d641bfc5f2e867b2bd81c6fe358738601a6a80b66880431fe6dc2a6ea27d0
5895,CM,COPA AIRLINES,CM8745,90f43f48fbfbb0575e8d3b561f4fe1f620016621d8b78610a3b852926e0c1f4b,CUN,MEX,2025-02-14 12:45:00,2025-02-14 19:31:00,401,ON_TIME,0,A320,ECONOMY,20C,a72dcf13-ceee-4d72-a017-4b33a222cb1d,M,54,CR,2025-01-30 03:36:00,CALL_CENTER,TARJETA,103.32,USD,103.32,2,1,e6c990813e302ad58485a3c9abbea9879e5ee8e8e0bb8b5d157e802d52b37ade
5896,WN,SOUTHWEST,WN1568,0e53464cad46023f5c95e53f276fa75397e28e64c2223217a8d8c3a26da73b24,PTY,MEX,2024-01-09 13:14:00,2024-01-09 14:32:00,88,ON_TIME,0,B757,ECONOMY,31E,901ca233-5986-4f64-820e-42880b6b686a,F,13,HN,2023-09-14 08:46:00,AEROPUERTO,EFECTIVO,137.94,EUR,150.35,2,1,5543c59f428079cfe03d44de9b519b92d3c88f4b3f1652a56c1b9bac45d44eb7
5897,UA,UNITED,UA0601,971130cd4d71c62b4b028e243fda4a1447cef5b2ede9e7bb97f52b813591e7d3,GUA,PTY,2024-05-07 10:17:00,2024-05-07 15:26:00,298,ON_TIME,0,B777,ECONOMY,25B,fdfc8ba6-281a-4a65-b6cd-03275ee33f2a,X,54,CU,2024-03-09 23:26:00,AEROPUERTO,PAYPAL,81.99,USD,81.99,2,1,af782afc5706d7db9a31db613175599e2e737fccbdc235404acc3a7c9e872781
5898,AV,AVIANCA,AV0057,689469c8024a56dbb07441f0ef8a96b7b25a4ff0980cd779d448ecc12af5f85c,MEX,LIM,2025-01-13 03:02:00,2025-01-13 09:49:00,395,ON_TIME,0,B738,ECONOMY,32F,0e9c22ef-3983-4ca0-a479-dfe61fc06380,F,51,CU,2024-11-14 15:50:00,WEB,PAYPAL,67.15,USD,67.15,1,0,b59d70caf06a8ec06fed0355c12c5c167a7d452b75bc2771969d5e08132518bd
5899,B6,JETBLUE,B60857,51a7a79681f8bc78230545b2985c3e475eaffe209ecc07f5a17e1c675f890e17,HAV,CUN,2025-10-10 05:29:00,2025-10-10 14:54:00,339,DELAYED,228,B787,ECONOMY,35F,5dffed00-1238-47da-886e-390e6474af53,F,9,PE,2025-09-08 21:57:00,CALL_CENTER,TARJETA,62.42,EUR,68.04,1,0,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
5900,AA,AMERICAN AIRLINES,AA2234,2af9ff8380f0c572653e01d6cf6b844a02defae0aab8c580f3df58451fbe8f99,BCN,JFK,2025-07-01 19:55:00,2025-07-01 22:30:00,153,ON_TIME,0,B738,ECONOMY,17A,0900a2a7-7dd3-4ba7-bba2-e6a32b3f4ca2,F,56,ZZ,2025-05-16 07:07:00,WEB,EFECTIVO,48.33,USD,48.33,1,0,e5190da5e2f4207f67368ee6352663a1c6ffcd19388174724e3cc4497fe8d455
5901,IB,IBERIA,IB1570,8099f15290945761ed2c0c868b077f112b2872e9864f8e5c309feaf681b7b981,SAP,PTY,2025-02-17 12:59:00,2025-02-17 16:23:00,210,ON_TIME,0,B737,BUSINESS,10C,a762eec0-d6a6-40b7-bb5e-bd92fac15c95,F,33,ES,2025-01-16 08:54:00,CALL_CENTER,TARJETA,181.35,EUR,197.67,1,0,76aeb4d8b20566a0e39d3d9637f70d0d3e769dd8ab999dde9529faa5fc2d21b2
5902,LA,LATAM,LA0608,ba71507a0397fdf6beeff2cfc156865bf9ec5b89666281e92c9d747ca41f0543,MAD,BCN,2024-05-02 13:57:00,2024-05-02 20:47:00,413,ON_TIME,0,A321,ECONOMY,43E,2b53006e-dbde-4753-806c-6593cfefac93,M,27,PE,2024-01-07 08:48:00,AEROPUERTO,EFECTIVO,69.74,USD,69.74,1,0,b08d641bfc5f2e867b2bd81c6fe358738601a6a80b66880431fe6dc2a6ea27d0
5903,IB,IBERIA,IB5784,719facd6b9f75cd923f271316fa422573d612cecbb668a685db2c49db6df2429,LIM,MAD,2024-07-28 14:14:00,2024-07-28 20:22:00,337,DELAYED,18,A320,ECONOMY,26E,5a83246c-ea10-4119-97ae-6f29013a31e2,M,34,CU,2024-07-27 05:49:00,CALL_CENTER,PAYPAL,66.9,MXN,3.88,2,1,4771eddb3bb11d8d49ac9cb766ed4fbd4563def03ffcb8594fa32ee0ccdd6074
5904,AM,AEROMEXICO,AM8795,a83d2f484b42ed7fe6eaed147adbd591f669ed53b44fe61e51dc8d4fde75b958,BCN,CUN,2025-09-06 23:03:00,2025-09-07 03:01:00,220,ON_TIME,0,B777,ECONOMY,18A,63ab6c47-4561-4cc0-a92d-ba75465739cb,F,15,MX,2025-08-31 22:53:00,WEB,TARJETA,87.82,MXN,5.09,1,0,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
5905,LA,LATAM,LA0336,5a3c4b5083b55d428e898e6f5314f6d95bda5b94eb0a8d7d12e32f93d2c20dff,MAD,PTY,2024-02-13 00:13:00,2024-02-13 06:21:00,345,ON_TIME,0,A321,PREMIUM_ECONOMY,11E,5dbe7a59-190e-4efb-8675-ead4b2023221,M,47,PA,2023-11-25 17:55:00,AGENCIA,EFECTIVO,149.08,MXN,8.65,1,0,9b204fc09d793d4d94ecb9d1eb75d6d911ab3a38cd35fb911cac37eb7182ca52
5906,CM,COPA AIRLINES,CM8245,81b0d9dea0eb8a7f9a5488a264b6d54c3698241330f1e9b1e5ee022f80566bae,BCN,SAL,2025-11-04 00:41:00,2025-11-04 05:12:00,247,DIVERTED,0,A320,ECONOMY,38F,5c88d9ed-26c2-43bb-8e0a-de02871f4a82,M,23,CU,2025-02-03 04:23:00,CALL_CENTER,TARJETA,52.57,USD,52.57,0,0,4771eddb3bb11d8d49ac9cb766ed4fbd4563def03ffcb8594fa32ee0ccdd6074
5907,AM,AEROMEXICO,AM2749,78516d166ba80dab4c4017d78443ff2eb40501896a6dc1d3db19fe3e0916389e,LIM,SJO,2025-01-31 00:59:00,2025-01-31 03:23:00,121,ON_TIME,0,CRJ9,BUSINESS,8D,1d44487a-db48-4d32-a5c4-55c61ebc6636,F,30,PA,2024-10-23 13:49:00,APP,TARJETA,310.2,USD,310.2,1,0,d28168c4a108b1ccd1b24caae8806f01696c2464b4d640b7bc083b75ccae06d9
5908,FR,RYANAIR,FR4965,3fb62c5e2eba1304ce75d6e3c76f7f8ff6fb40782965b19fc087e722999d25e1,HAV,LAX,2024-05-06 11:22:00,2024-05-06 18:07:00,237,DELAYED,167,B767,PREMIUM_ECONOMY,12B,d240eb9e-de3e-4b0a-acb4-e313346cef89,F,42,MX,2024-01-18 01:51:00,AEROPUERTO,TRANSFERENCIA,140.68,USD,140.68,1,0,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
5909,FR,RYANAIR,FR4168,07eb0fb2cc24d5e8e183b329890618b8cc84007239fd9ac67b805a0c42a957ff,CUN,SJO,2024-03-19 13:35:00,2024-03-19 17:34:00,219,ON_TIME,0,CRJ9,ECONOMY,36D,deaec638-8f6a-422a-b44a-2816cbf8d6ec,F,45,ES,2024-03-02 22:11:00,APP,TRANSFERENCIA,94.37,GTQ,12.08,1,0,76aeb4d8b20566a0e39d3d9637f70d0d3e769dd8ab999dde9529faa5fc2d21b2
5910,B6,JETBLUE,B62481,02479189371d27552de8dfcac9c8eacc996e978ba279468c6f2b40a1a8a7af3f,GUA,MAD,2025-11-01 20:42:00,2025-11-02 01:15:00,177,DELAYED,92,B738,ECONOMY,24A,43be9dd7-458e-4a4a-b15f-f7e8c1e156dd,M,35,HN,2025-08-27 04:46:00,WEB,EFECTIVO,102.7,GTQ,13.15,1,0,fac54738587acf45b1c5251e5dcd54a73338c15730ea32eda723dd57da3908c6
5911,CM,COPA AIRLINES,CM2248,aba5d0489cb46bc49bb0a827f70413db6a07401a4187990e6973c54c1af5f26f,LIM,BCN,2025-06-26 16:49:00,,,CANCELLED,,A321,ECONOMY,,5a8264c4-b3ac-4d25-a41f-4ca5e47f0613,M,26,CO,2025-06-02 07:07:00,AGENCIA,PUNTOS,49.65,GTQ,6.36,1,0,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
5912,AV,AVIANCA,AV9370,7bc1d0d17c5bcbaa96b09a549e8a39ef19206fa718469124ef50527d9e12eca8,BOG,SAL,2024-08-08 20:51:00,2024-08-09 01:08:00,235,DIVERTED,0,B777,ECONOMY,45C,4e906bdf-dd18-4cfe-9403-7cd72404c1e3,F,43,PE,2024-07-10 13:25:00,CALL_CENTER,EFECTIVO,125.61,MXN,7.29,3,2,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
5913,FR,RYANAIR,FR4340,b5f97070e39252a6942f83e1379045f70ff5a65e067fc96cee8cd92260bd8251,BCN,CUN,2025-08-13 04:32:00,2025-08-13 11:49:00,414,ON_TIME,0,A321,ECONOMY,24E,5ddb85dd-f316-4f22-b55c-f96490f04c3b,F,19,CO,2025-07-16 14:08:00,AEROPUERTO,PAYPAL,108.6,MXN,6.3,0,0,4f206a7c2b5d26cbf1f6bf148bdd0e4f69558ca42ae217e3ad9c94f9602dcd4b
5914,AM,AEROMEXICO,AM8214,7243b29e3e61659d6e62d20bb700f6c1f15ac66ff90d84fad91903f7b633a3da,SAP,PTY,2024-09-20 23:42:00,2024-09-21 03:14:00,222,ON_TIME,0,B739,PREMIUM_ECONOMY,14A,51344f36-e994-4537-b594-60b8b2f7f1a1,M,55,PA,2024-09-01 00:54:00,APP,PAYPAL,109.88,USD,109.88,2,1,9b204fc09d793d4d94ecb9d1eb75d6d911ab3a38cd35fb911cac37eb7182ca52
5915,B6,JETBLUE,B69753,e3fe03ae6e59d39cdff1299abb1c3246bb573bde678ad1cf7dd1c5754ee8e045,LIM,SAP,2024-10-16 01:33:00,2024-10-16 08:47:00,323,DELAYED,96,B777,ECONOMY,32F,182c8d6f-56cf-427b-930d-cbb87b0ec80e,F,23,SV,2024-07-03 01:16:00,AEROPUERTO,PUNTOS,85.03,USD,85.03,1,0,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
5916,IB,IBERIA,IB2818,bbca5b74ba6251a1b9a3f0c6a0648dc6cf3e109cfc6787143c1ffd9f9fc33751,MIA,PTY,2024-10-01 13:05:00,2024-10-01 16:24:00,199,ON_TIME,0,B739,BUSINESS,10A,02500db9-97a2-4293-8ce1-cd2b8cb1576f,M,26,CO,2024-09-13 19:30:00,AGENCIA,PAYPAL,144.41,MXN,8.38,1,0,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
5917,LA,LATAM,LA8966,aa3bfc37d565fa9c556e5390531713e5e34f3658f7b5730d25576ad90f69128d,MAD,SJO,2024-02-17 05:23:00,2024-02-17 06:43:00,70,ON_TIME,0,B739,ECONOMY,45B,4f2c294a-6dfe-4f30-a2b6-0d52be034264,M,39,CO,2024-01-13 21:34:00,CALL_CENTER,EFECTIVO,46.46,GTQ,5.95,1,0,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
5918,IB,IBERIA,IB5335,17cd3c4edeec20849cddcaa58fc055db4f76f6aae2d2d488c01fd4925cb65ef9,SAL,MIA,2025-02-13 04:04:00,2025-02-13 10:26:00,361,ON_TIME,0,B777,BUSINESS,4E,813e465b-2679-4e32-927e-8dbcea0e0409,F,15,CR,2024-11-23 05:46:00,AEROPUERTO,PUNTOS,180.4,USD,180.4,1,0,117c07e19e28f9cbfb5c795b9bed1d475d869f15486990776b946b91b7babeea
5919,UA,UNITED,UA7886,4e816b9fb35d08919ca4e06c15924e6ce396b9c3c1dc2398f4d0fdcfb21d095f,SJO,JFK,2024-08-29 12:41:00,,,CANCELLED,,A320,ECONOMY,,926bdf41-e2e7-48a3-b3b6-c20aebe4ed0b,F,33,PE,2024-06-05 02:43:00,CALL_CENTER,PUNTOS,91.86,USD,91.86,0,0,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
5920,FR,RYANAIR,FR7616,15b23fe3544b1a8a7b0d0e70ddcc1149882b31b7b2398261594e0acdc2b63b30,PTY,MAD,2025-02-19 05:54:00,2025-02-19 08:57:00,178,ON_TIME,0,B738,FIRST,1B,0540368a-4af5-4d3f-835d-930f4f182e65,F,58,ES,2024-10-26 17:54:00,AGENCIA,TARJETA,321.06,GTQ,41.1,1,0,76aeb4d8b20566a0e39d3d9637f70d0d3e769dd8ab999dde9529faa5fc2d21b2
5921,IB,IBERIA,IB6954,23a41305bb8719d3d0364ee0093329b119713ab6e650f519d42d11ee94c0eefe,PTY,MIA,2025-07-13 08:48:00,2025-07-13 10:55:00,103,ON_TIME,0,B737,ECONOMY,39E,4bfd2fd2-c435-4a01-99f7-8d1d4486dd43,M,41,HN,2025-04-24 13:46:00,AEROPUERTO,EFECTIVO,57.89,EUR,63.1,2,1,fac54738587acf45b1c5251e5dcd54a73338c15730ea32eda723dd57da3908c6
5922,IB,IBERIA,IB4149,1010444dd90a501d8dc1c3f84ee9a6089340c86a424f76c34067d2b357e015b5,MAD,SAL,2024-03-17 15:51:00,2024-03-17 17:45:00,97,ON_TIME,0,B777,ECONOMY,33D,d53ec313-105d-42d5-8735-411ef224e14e,F,43,PA,2024-01-30 07:48:00,AEROPUERTO,EFECTIVO,67.75,USD,67.75,2,1,d28168c4a108b1ccd1b24caae8806f01696c2464b4d640b7bc083b75ccae06d9
5923,AA,AMERICAN AIRLINES,AA8652,3ef0c25564bd2120374e9959a0c865c6a4bd3884d08381294248c9e660f6d593,PTY,HAV,2024-07-26 08:04:00,2024-07-26 16:47:00,404,DELAYED,99,B739,ECONOMY,44F,2e926065-763c-4686-bb30-f067057e34bd,F,34,CO,2024-03-28 07:40:00,APP,EFECTIVO,78.41,USD,78.41,2,1,4f206a7c2b5d26cbf1f6bf148bdd0e4f69558ca42ae217e3ad9c94f9602dcd4b
5924,UA,UNITED,UA0214,7ef36b895782e4f082b0d99f8391e039ff571f2062025d5191486c8b25515f12,LIM,PTY,2025-01-03 06:22:00,2025-01-03 10:46:00,111,DELAYED,135,B757,ECONOMY,29F,21d1c6f3-637c-4e4c-ad9d-e7232630a6b1,F,47,GT,2024-11-04 07:31:00,AEROPUERTO,TRANSFERENCIA,51.5,USD,51.5,1,0,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
5925,AM,AEROMEXICO,AM7266,d7c7d5aa9f98bc9964a8f056c8c0b2d77f9c8dbad7a58d4418c828d8e0a68fa6,MIA,BOG,2025-12-21 18:56:00,2025-12-22 01:32:00,397,DIVERTED,0,E190,ECONOMY,32E,b282336f-9975-44f0-976f-3fe9a57ccbbb,X,4,CR,2025-02-09 14:23:00,WEB,EFECTIVO,75.59,USD,75.59,2,1,f83b7348ac463337fad7947d0fb24ef5e88e8d1a810eaca0fd86b9470d3946a9
5926,CM,COPA AIRLINES,CM1470,96c498ceefad19fd3d6f842c6a55a6f1de8cbb8213df93a8908304d52fbd3e38,GUA,SAP,2024-11-23 14:11:00,2024-11-23 16:13:00,132,ON_TIME,0,A319,ECONOMY,44C,5a49a3d2-ba3c-4079-b73e-1174452df39e,M,40,CR,2024-11-02 05:14:00,WEB,PAYPAL,85.91,USD,85.91,1,0,e6c990813e302ad58485a3c9abbea9879e5ee8e8e0bb8b5d157e802d52b37ade
5927,AA,AMERICAN AIRLINES,AA9817,7bc23ca31a560e147611200424753b64056ec4332f5f0672bffc32e9e4008c5c,BCN,SAL,2025-03-03 22:57:00,2025-03-04 01:36:00,157,ON_TIME,0,CRJ9,BUSINESS,10B,0dd20bfa-ad2d-4bb4-a0d7-84c0b1e6ea8e,F,50,MX,2024-12-29 14:27:00,AGENCIA,PAYPAL,208.82,USD,208.82,2,1,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
